TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Golden State Warriors,Cleveland Cavaliers,2015-16,113.5,102.8,100.24,110.2,103.9,93.82,3.299999999999997,-1.1000000000000085,6.420000000000002,0
Cleveland Cavaliers,Indiana Pacers,2016-17,112.8,109.7,96.74,107.9,108.1,96.59,4.8999999999999915,1.6000000000000085,0.14999999999999147,1
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,0
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,1
Indiana Pacers,Cleveland Cavaliers,2016-17,107.9,108.1,96.59,112.8,109.7,96.74,-4.8999999999999915,-1.6000000000000085,-0.14999999999999147,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,1
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,0
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,1
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,0
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,0
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,0
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,1
Golden State Warriors,Portland Trail Blazers,2016-17,114.8,103.4,100.37,109.4,110.0,97.38,5.3999999999999915,-6.599999999999994,2.990000000000009,1
Houston Rockets,Oklahoma City Thunder,2016-17,114.1,108.4,100.55,107.9,107.1,98.18,6.199999999999989,1.3000000000000114,2.3699999999999903,1
Portland Trail Blazers,Golden State Warriors,2016-17,109.4,110.0,97.38,114.8,103.4,100.37,-5.3999999999999915,6.599999999999994,-2.990000000000009,0
Oklahoma City Thunder,Houston Rockets,2016-17,107.9,107.1,98.18,114.1,108.4,100.55,-6.199999999999989,-1.3000000000000114,-2.3699999999999903,0
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,1
Cleveland Cavaliers,Indiana Pacers,2016-17,112.8,109.7,96.74,107.9,108.1,96.59,4.8999999999999915,1.6000000000000085,0.14999999999999147,1
Indiana Pacers,Cleveland Cavaliers,2016-17,107.9,108.1,96.59,112.8,109.7,96.74,-4.8999999999999915,-1.6000000000000085,-0.14999999999999147,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,1
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,0
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,0
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,1
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,1
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,0
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,1
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,0
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,0
Golden State Warriors,Portland Trail Blazers,2016-17,114.8,103.4,100.37,109.4,110.0,97.38,5.3999999999999915,-6.599999999999994,2.990000000000009,1
Houston Rockets,Oklahoma City Thunder,2016-17,114.1,108.4,100.55,107.9,107.1,98.18,6.199999999999989,1.3000000000000114,2.3699999999999903,1
Portland Trail Blazers,Golden State Warriors,2016-17,109.4,110.0,97.38,114.8,103.4,100.37,-5.3999999999999915,6.599999999999994,-2.990000000000009,0
Oklahoma City Thunder,Houston Rockets,2016-17,107.9,107.1,98.18,114.1,108.4,100.55,-6.199999999999989,-1.3000000000000114,-2.3699999999999903,0
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,1
Cleveland Cavaliers,Indiana Pacers,2016-17,112.8,109.7,96.74,107.9,108.1,96.59,4.8999999999999915,1.6000000000000085,0.14999999999999147,1
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,1
Indiana Pacers,Cleveland Cavaliers,2016-17,107.9,108.1,96.59,112.8,109.7,96.74,-4.8999999999999915,-1.6000000000000085,-0.14999999999999147,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,0
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,0
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,1
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,1
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,0
Houston Rockets,Oklahoma City Thunder,2016-17,114.1,108.4,100.55,107.9,107.1,98.18,6.199999999999989,1.3000000000000114,2.3699999999999903,0
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,1
Oklahoma City Thunder,Houston Rockets,2016-17,107.9,107.1,98.18,114.1,108.4,100.55,-6.199999999999989,-1.3000000000000114,-2.3699999999999903,1
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,0
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,1
Golden State Warriors,Portland Trail Blazers,2016-17,114.8,103.4,100.37,109.4,110.0,97.38,5.3999999999999915,-6.599999999999994,2.990000000000009,1
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,0
Portland Trail Blazers,Golden State Warriors,2016-17,109.4,110.0,97.38,114.8,103.4,100.37,-5.3999999999999915,6.599999999999994,-2.990000000000009,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,0
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,1
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,1
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,0
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,1
Cleveland Cavaliers,Indiana Pacers,2016-17,112.8,109.7,96.74,107.9,108.1,96.59,4.8999999999999915,1.6000000000000085,0.14999999999999147,1
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,0
Houston Rockets,Oklahoma City Thunder,2016-17,114.1,108.4,100.55,107.9,107.1,98.18,6.199999999999989,1.3000000000000114,2.3699999999999903,1
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,0
Indiana Pacers,Cleveland Cavaliers,2016-17,107.9,108.1,96.59,112.8,109.7,96.74,-4.8999999999999915,-1.6000000000000085,-0.14999999999999147,0
Oklahoma City Thunder,Houston Rockets,2016-17,107.9,107.1,98.18,114.1,108.4,100.55,-6.199999999999989,-1.3000000000000114,-2.3699999999999903,0
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,1
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,1
Golden State Warriors,Portland Trail Blazers,2016-17,114.8,103.4,100.37,109.4,110.0,97.38,5.3999999999999915,-6.599999999999994,2.990000000000009,1
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,0
Portland Trail Blazers,Golden State Warriors,2016-17,109.4,110.0,97.38,114.8,103.4,100.37,-5.3999999999999915,6.599999999999994,-2.990000000000009,0
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,1
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,0
Houston Rockets,Oklahoma City Thunder,2016-17,114.1,108.4,100.55,107.9,107.1,98.18,6.199999999999989,1.3000000000000114,2.3699999999999903,1
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,1
Oklahoma City Thunder,Houston Rockets,2016-17,107.9,107.1,98.18,114.1,108.4,100.55,-6.199999999999989,-1.3000000000000114,-2.3699999999999903,0
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,1
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,0
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,0
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,1
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,0
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,1
Milwaukee Bucks,Toronto Raptors,2016-17,108.5,108.7,94.99,111.4,107.1,95.41,-2.9000000000000057,1.6000000000000085,-0.4200000000000017,0
San Antonio Spurs,Memphis Grizzlies,2016-17,110.3,102.9,94.86,107.0,106.5,92.84,3.299999999999997,-3.5999999999999943,2.019999999999996,1
Toronto Raptors,Milwaukee Bucks,2016-17,111.4,107.1,95.41,108.5,108.7,94.99,2.9000000000000057,-1.6000000000000085,0.4200000000000017,1
Memphis Grizzlies,San Antonio Spurs,2016-17,107.0,106.5,92.84,110.3,102.9,94.86,-3.299999999999997,3.5999999999999943,-2.019999999999996,0
Atlanta Hawks,Washington Wizards,2016-17,104.5,105.2,97.76,110.4,108.8,97.94,-5.900000000000006,-3.5999999999999943,-0.1799999999999926,0
Boston Celtics,Chicago Bulls,2016-17,110.6,108.0,97.21,106.5,106.2,96.02,4.099999999999994,1.7999999999999972,1.1899999999999977,1
Chicago Bulls,Boston Celtics,2016-17,106.5,106.2,96.02,110.6,108.0,97.21,-4.099999999999994,-1.7999999999999972,-1.1899999999999977,0
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,1
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,0
Washington Wizards,Atlanta Hawks,2016-17,110.4,108.8,97.94,104.5,105.2,97.76,5.900000000000006,3.5999999999999943,0.1799999999999926,1
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,1
LA Clippers,Utah Jazz,2016-17,111.8,107.5,96.77,109.0,104.7,92.09,2.799999999999997,2.799999999999997,4.679999999999993,0
Utah Jazz,LA Clippers,2016-17,109.0,104.7,92.09,111.8,107.5,96.77,-2.799999999999997,-2.799999999999997,-4.679999999999993,1
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,0
Cleveland Cavaliers,Toronto Raptors,2016-17,112.8,109.7,96.74,111.4,107.1,95.41,1.3999999999999915,2.6000000000000085,1.3299999999999983,1
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,1
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,0
Toronto Raptors,Cleveland Cavaliers,2016-17,111.4,107.1,95.41,112.8,109.7,96.74,-1.3999999999999915,-2.6000000000000085,-1.3299999999999983,0
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,1
Golden State Warriors,Utah Jazz,2016-17,114.8,103.4,100.37,109.0,104.7,92.09,5.799999999999997,-1.2999999999999972,8.280000000000001,1
Utah Jazz,Golden State Warriors,2016-17,109.0,104.7,92.09,114.8,103.4,100.37,-5.799999999999997,1.2999999999999972,-8.280000000000001,0
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,0
Cleveland Cavaliers,Toronto Raptors,2016-17,112.8,109.7,96.74,111.4,107.1,95.41,1.3999999999999915,2.6000000000000085,1.3299999999999983,1
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,0
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,1
Toronto Raptors,Cleveland Cavaliers,2016-17,111.4,107.1,95.41,112.8,109.7,96.74,-1.3999999999999915,-2.6000000000000085,-1.3299999999999983,0
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,0
Golden State Warriors,Utah Jazz,2016-17,114.8,103.4,100.37,109.0,104.7,92.09,5.799999999999997,-1.2999999999999972,8.280000000000001,1
Utah Jazz,Golden State Warriors,2016-17,109.0,104.7,92.09,114.8,103.4,100.37,-5.799999999999997,1.2999999999999972,-8.280000000000001,0
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,1
Cleveland Cavaliers,Toronto Raptors,2016-17,112.8,109.7,96.74,111.4,107.1,95.41,1.3999999999999915,2.6000000000000085,1.3299999999999983,1
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,0
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,1
Toronto Raptors,Cleveland Cavaliers,2016-17,111.4,107.1,95.41,112.8,109.7,96.74,-1.3999999999999915,-2.6000000000000085,-1.3299999999999983,0
Golden State Warriors,Utah Jazz,2016-17,114.8,103.4,100.37,109.0,104.7,92.09,5.799999999999997,-1.2999999999999972,8.280000000000001,1
Utah Jazz,Golden State Warriors,2016-17,109.0,104.7,92.09,114.8,103.4,100.37,-5.799999999999997,1.2999999999999972,-8.280000000000001,0
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,0
Cleveland Cavaliers,Toronto Raptors,2016-17,112.8,109.7,96.74,111.4,107.1,95.41,1.3999999999999915,2.6000000000000085,1.3299999999999983,1
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,1
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,0
Toronto Raptors,Cleveland Cavaliers,2016-17,111.4,107.1,95.41,112.8,109.7,96.74,-1.3999999999999915,-2.6000000000000085,-1.3299999999999983,0
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,1
Golden State Warriors,Utah Jazz,2016-17,114.8,103.4,100.37,109.0,104.7,92.09,5.799999999999997,-1.2999999999999972,8.280000000000001,1
Utah Jazz,Golden State Warriors,2016-17,109.0,104.7,92.09,114.8,103.4,100.37,-5.799999999999997,1.2999999999999972,-8.280000000000001,0
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,0
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,1
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,1
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,0
Houston Rockets,San Antonio Spurs,2016-17,114.1,108.4,100.55,110.3,102.9,94.86,3.799999999999997,5.5,5.689999999999998,0
San Antonio Spurs,Houston Rockets,2016-17,110.3,102.9,94.86,114.1,108.4,100.55,-3.799999999999997,-5.5,-5.689999999999998,1
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,0
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,1
Golden State Warriors,San Antonio Spurs,2016-17,114.8,103.4,100.37,110.3,102.9,94.86,4.5,0.5,5.510000000000005,1
San Antonio Spurs,Golden State Warriors,2016-17,110.3,102.9,94.86,114.8,103.4,100.37,-4.5,-0.5,-5.510000000000005,0
Boston Celtics,Washington Wizards,2016-17,110.6,108.0,97.21,110.4,108.8,97.94,0.19999999999998863,-0.7999999999999972,-0.730000000000004,1
Washington Wizards,Boston Celtics,2016-17,110.4,108.8,97.94,110.6,108.0,97.21,-0.19999999999998863,0.7999999999999972,0.730000000000004,0
Golden State Warriors,San Antonio Spurs,2016-17,114.8,103.4,100.37,110.3,102.9,94.86,4.5,0.5,5.510000000000005,1
San Antonio Spurs,Golden State Warriors,2016-17,110.3,102.9,94.86,114.8,103.4,100.37,-4.5,-0.5,-5.510000000000005,0
Boston Celtics,Cleveland Cavaliers,2016-17,110.6,108.0,97.21,112.8,109.7,96.74,-2.200000000000003,-1.7000000000000028,0.46999999999999886,0
Cleveland Cavaliers,Boston Celtics,2016-17,112.8,109.7,96.74,110.6,108.0,97.21,2.200000000000003,1.7000000000000028,-0.46999999999999886,1
Boston Celtics,Cleveland Cavaliers,2016-17,110.6,108.0,97.21,112.8,109.7,96.74,-2.200000000000003,-1.7000000000000028,0.46999999999999886,0
Cleveland Cavaliers,Boston Celtics,2016-17,112.8,109.7,96.74,110.6,108.0,97.21,2.200000000000003,1.7000000000000028,-0.46999999999999886,1
Golden State Warriors,San Antonio Spurs,2016-17,114.8,103.4,100.37,110.3,102.9,94.86,4.5,0.5,5.510000000000005,1
San Antonio Spurs,Golden State Warriors,2016-17,110.3,102.9,94.86,114.8,103.4,100.37,-4.5,-0.5,-5.510000000000005,0
Boston Celtics,Cleveland Cavaliers,2016-17,110.6,108.0,97.21,112.8,109.7,96.74,-2.200000000000003,-1.7000000000000028,0.46999999999999886,1
Cleveland Cavaliers,Boston Celtics,2016-17,112.8,109.7,96.74,110.6,108.0,97.21,2.200000000000003,1.7000000000000028,-0.46999999999999886,0
Golden State Warriors,San Antonio Spurs,2016-17,114.8,103.4,100.37,110.3,102.9,94.86,4.5,0.5,5.510000000000005,1
San Antonio Spurs,Golden State Warriors,2016-17,110.3,102.9,94.86,114.8,103.4,100.37,-4.5,-0.5,-5.510000000000005,0
Boston Celtics,Cleveland Cavaliers,2016-17,110.6,108.0,97.21,112.8,109.7,96.74,-2.200000000000003,-1.7000000000000028,0.46999999999999886,0
Cleveland Cavaliers,Boston Celtics,2016-17,112.8,109.7,96.74,110.6,108.0,97.21,2.200000000000003,1.7000000000000028,-0.46999999999999886,1
Boston Celtics,Cleveland Cavaliers,2016-17,110.6,108.0,97.21,112.8,109.7,96.74,-2.200000000000003,-1.7000000000000028,0.46999999999999886,0
Cleveland Cavaliers,Boston Celtics,2016-17,112.8,109.7,96.74,110.6,108.0,97.21,2.200000000000003,1.7000000000000028,-0.46999999999999886,1
Cleveland Cavaliers,Golden State Warriors,2016-17,112.8,109.7,96.74,114.8,103.4,100.37,-2.0,6.299999999999997,-3.6300000000000097,0
Golden State Warriors,Cleveland Cavaliers,2016-17,114.8,103.4,100.37,112.8,109.7,96.74,2.0,-6.299999999999997,3.6300000000000097,1
Cleveland Cavaliers,Golden State Warriors,2016-17,112.8,109.7,96.74,114.8,103.4,100.37,-2.0,6.299999999999997,-3.6300000000000097,0
Golden State Warriors,Cleveland Cavaliers,2016-17,114.8,103.4,100.37,112.8,109.7,96.74,2.0,-6.299999999999997,3.6300000000000097,1
Cleveland Cavaliers,Golden State Warriors,2016-17,112.8,109.7,96.74,114.8,103.4,100.37,-2.0,6.299999999999997,-3.6300000000000097,0
Golden State Warriors,Cleveland Cavaliers,2016-17,114.8,103.4,100.37,112.8,109.7,96.74,2.0,-6.299999999999997,3.6300000000000097,1
Cleveland Cavaliers,Golden State Warriors,2016-17,112.8,109.7,96.74,114.8,103.4,100.37,-2.0,6.299999999999997,-3.6300000000000097,1
Golden State Warriors,Cleveland Cavaliers,2016-17,114.8,103.4,100.37,112.8,109.7,96.74,2.0,-6.299999999999997,3.6300000000000097,0
Cleveland Cavaliers,Golden State Warriors,2016-17,112.8,109.7,96.74,114.8,103.4,100.37,-2.0,6.299999999999997,-3.6300000000000097,0
Golden State Warriors,Cleveland Cavaliers,2016-17,114.8,103.4,100.37,112.8,109.7,96.74,2.0,-6.299999999999997,3.6300000000000097,1
New Orleans Pelicans,Portland Trail Blazers,2017-18,108.5,107.4,101.48,108.4,105.7,97.11,0.09999999999999432,1.7000000000000028,4.3700000000000045,1
Golden State Warriors,San Antonio Spurs,2017-18,112.8,106.8,100.35,107.1,104.1,95.7,5.700000000000003,2.700000000000003,4.6499999999999915,1
Miami Heat,Philadelphia 76ers,2017-18,106.2,105.8,96.1,108.5,103.9,100.75,-2.299999999999997,1.8999999999999915,-4.650000000000006,0
Philadelphia 76ers,Miami Heat,2017-18,108.5,103.9,100.75,106.2,105.8,96.1,2.299999999999997,-1.8999999999999915,4.650000000000006,1
Portland Trail Blazers,New Orleans Pelicans,2017-18,108.4,105.7,97.11,108.5,107.4,101.48,-0.09999999999999432,-1.7000000000000028,-4.3700000000000045,0
San Antonio Spurs,Golden State Warriors,2017-18,107.1,104.1,95.7,112.8,106.8,100.35,-5.700000000000003,-2.700000000000003,-4.6499999999999915,0
Toronto Raptors,Washington Wizards,2017-18,113.0,105.3,98.02,108.1,107.7,97.67,4.900000000000006,-2.4000000000000057,0.3499999999999943,1
Washington Wizards,Toronto Raptors,2017-18,108.1,107.7,97.67,113.0,105.3,98.02,-4.900000000000006,2.4000000000000057,-0.3499999999999943,0
Boston Celtics,Milwaukee Bucks,2017-18,106.8,103.2,96.75,109.0,109.1,97.03,-2.200000000000003,-5.8999999999999915,-0.28000000000000114,1
