TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Los Angeles Lakers,Golden State Warriors,2022-23,113.9,113.2,101.92,115.1,113.4,102.54,-1.1999999999999886,-0.20000000000000284,-0.6200000000000045,1
Miami Heat,New York Knicks,2022-23,112.3,112.8,96.76,117.0,114.2,97.75,-4.700000000000003,-1.4000000000000057,-0.9899999999999949,1
New York Knicks,Miami Heat,2022-23,117.0,114.2,97.75,112.3,112.8,96.76,4.700000000000003,1.4000000000000057,0.9899999999999949,0
Boston Celtics,Philadelphia 76ers,2022-23,117.3,110.6,99.15,117.0,112.7,97.44,0.29999999999999716,-2.1000000000000085,1.710000000000008,0
Denver Nuggets,Phoenix Suns,2022-23,116.8,113.5,98.74,114.5,112.3,98.83,2.299999999999997,1.2000000000000028,-0.09000000000000341,0
Philadelphia 76ers,Boston Celtics,2022-23,117.0,112.7,97.44,117.3,110.6,99.15,-0.29999999999999716,2.1000000000000085,-1.710000000000008,1
Phoenix Suns,Denver Nuggets,2022-23,114.5,112.3,98.83,116.8,113.5,98.74,-2.299999999999997,-1.2000000000000028,0.09000000000000341,1
Golden State Warriors,Los Angeles Lakers,2022-23,115.1,113.4,102.54,113.9,113.2,101.92,1.1999999999999886,0.20000000000000284,0.6200000000000045,0
Los Angeles Lakers,Golden State Warriors,2022-23,113.9,113.2,101.92,115.1,113.4,102.54,-1.1999999999999886,-0.20000000000000284,-0.6200000000000045,1
Miami Heat,New York Knicks,2022-23,112.3,112.8,96.76,117.0,114.2,97.75,-4.700000000000003,-1.4000000000000057,-0.9899999999999949,1
New York Knicks,Miami Heat,2022-23,117.0,114.2,97.75,112.3,112.8,96.76,4.700000000000003,1.4000000000000057,0.9899999999999949,0
Boston Celtics,Philadelphia 76ers,2022-23,117.3,110.6,99.15,117.0,112.7,97.44,0.29999999999999716,-2.1000000000000085,1.710000000000008,0
Denver Nuggets,Phoenix Suns,2022-23,116.8,113.5,98.74,114.5,112.3,98.83,2.299999999999997,1.2000000000000028,-0.09000000000000341,1
Philadelphia 76ers,Boston Celtics,2022-23,117.0,112.7,97.44,117.3,110.6,99.15,-0.29999999999999716,2.1000000000000085,-1.710000000000008,1
Phoenix Suns,Denver Nuggets,2022-23,114.5,112.3,98.83,116.8,113.5,98.74,-2.299999999999997,-1.2000000000000028,0.09000000000000341,0
Golden State Warriors,Los Angeles Lakers,2022-23,115.1,113.4,102.54,113.9,113.2,101.92,1.1999999999999886,0.20000000000000284,0.6200000000000045,1
Los Angeles Lakers,Golden State Warriors,2022-23,113.9,113.2,101.92,115.1,113.4,102.54,-1.1999999999999886,-0.20000000000000284,-0.6200000000000045,0
Miami Heat,New York Knicks,2022-23,112.3,112.8,96.76,117.0,114.2,97.75,-4.700000000000003,-1.4000000000000057,-0.9899999999999949,0
New York Knicks,Miami Heat,2022-23,117.0,114.2,97.75,112.3,112.8,96.76,4.700000000000003,1.4000000000000057,0.9899999999999949,1
Boston Celtics,Philadelphia 76ers,2022-23,117.3,110.6,99.15,117.0,112.7,97.44,0.29999999999999716,-2.1000000000000085,1.710000000000008,1
Denver Nuggets,Phoenix Suns,2022-23,116.8,113.5,98.74,114.5,112.3,98.83,2.299999999999997,1.2000000000000028,-0.09000000000000341,1
Philadelphia 76ers,Boston Celtics,2022-23,117.0,112.7,97.44,117.3,110.6,99.15,-0.29999999999999716,2.1000000000000085,-1.710000000000008,0
Phoenix Suns,Denver Nuggets,2022-23,114.5,112.3,98.83,116.8,113.5,98.74,-2.299999999999997,-1.2000000000000028,0.09000000000000341,0
Golden State Warriors,Los Angeles Lakers,2022-23,115.1,113.4,102.54,113.9,113.2,101.92,1.1999999999999886,0.20000000000000284,0.6200000000000045,0
Los Angeles Lakers,Golden State Warriors,2022-23,113.9,113.2,101.92,115.1,113.4,102.54,-1.1999999999999886,-0.20000000000000284,-0.6200000000000045,1
Miami Heat,New York Knicks,2022-23,112.3,112.8,96.76,117.0,114.2,97.75,-4.700000000000003,-1.4000000000000057,-0.9899999999999949,1
New York Knicks,Miami Heat,2022-23,117.0,114.2,97.75,112.3,112.8,96.76,4.700000000000003,1.4000000000000057,0.9899999999999949,0
Boston Celtics,Philadelphia 76ers,2022-23,117.3,110.6,99.15,117.0,112.7,97.44,0.29999999999999716,-2.1000000000000085,1.710000000000008,1
Philadelphia 76ers,Boston Celtics,2022-23,117.0,112.7,97.44,117.3,110.6,99.15,-0.29999999999999716,2.1000000000000085,-1.710000000000008,0
Denver Nuggets,Los Angeles Lakers,2022-23,116.8,113.5,98.74,113.9,113.2,101.92,2.8999999999999915,0.29999999999999716,-3.180000000000007,1
Los Angeles Lakers,Denver Nuggets,2022-23,113.9,113.2,101.92,116.8,113.5,98.74,-2.8999999999999915,-0.29999999999999716,3.180000000000007,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,0
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,1
Denver Nuggets,Los Angeles Lakers,2022-23,116.8,113.5,98.74,113.9,113.2,101.92,2.8999999999999915,0.29999999999999716,-3.180000000000007,1
Los Angeles Lakers,Denver Nuggets,2022-23,113.9,113.2,101.92,116.8,113.5,98.74,-2.8999999999999915,-0.29999999999999716,3.180000000000007,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,0
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,1
Denver Nuggets,Los Angeles Lakers,2022-23,116.8,113.5,98.74,113.9,113.2,101.92,2.8999999999999915,0.29999999999999716,-3.180000000000007,1
Los Angeles Lakers,Denver Nuggets,2022-23,113.9,113.2,101.92,116.8,113.5,98.74,-2.8999999999999915,-0.29999999999999716,3.180000000000007,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,0
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,1
Denver Nuggets,Los Angeles Lakers,2022-23,116.8,113.5,98.74,113.9,113.2,101.92,2.8999999999999915,0.29999999999999716,-3.180000000000007,1
Los Angeles Lakers,Denver Nuggets,2022-23,113.9,113.2,101.92,116.8,113.5,98.74,-2.8999999999999915,-0.29999999999999716,3.180000000000007,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,1
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,1
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,1
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,0
Boston Celtics,Miami Heat,2022-23,117.3,110.6,99.15,112.3,112.8,96.76,5.0,-2.200000000000003,2.3900000000000006,0
Miami Heat,Boston Celtics,2022-23,112.3,112.8,96.76,117.3,110.6,99.15,-5.0,2.200000000000003,-2.3900000000000006,1
Denver Nuggets,Miami Heat,2022-23,116.8,113.5,98.74,112.3,112.8,96.76,4.5,0.7000000000000028,1.9799999999999898,1
Miami Heat,Denver Nuggets,2022-23,112.3,112.8,96.76,116.8,113.5,98.74,-4.5,-0.7000000000000028,-1.9799999999999898,0
Denver Nuggets,Miami Heat,2022-23,116.8,113.5,98.74,112.3,112.8,96.76,4.5,0.7000000000000028,1.9799999999999898,0
Miami Heat,Denver Nuggets,2022-23,112.3,112.8,96.76,116.8,113.5,98.74,-4.5,-0.7000000000000028,-1.9799999999999898,1
Denver Nuggets,Miami Heat,2022-23,116.8,113.5,98.74,112.3,112.8,96.76,4.5,0.7000000000000028,1.9799999999999898,1
Miami Heat,Denver Nuggets,2022-23,112.3,112.8,96.76,116.8,113.5,98.74,-4.5,-0.7000000000000028,-1.9799999999999898,0
Denver Nuggets,Miami Heat,2022-23,116.8,113.5,98.74,112.3,112.8,96.76,4.5,0.7000000000000028,1.9799999999999898,1
Miami Heat,Denver Nuggets,2022-23,112.3,112.8,96.76,116.8,113.5,98.74,-4.5,-0.7000000000000028,-1.9799999999999898,0
Denver Nuggets,Miami Heat,2022-23,116.8,113.5,98.74,112.3,112.8,96.76,4.5,0.7000000000000028,1.9799999999999898,1
Miami Heat,Denver Nuggets,2022-23,112.3,112.8,96.76,116.8,113.5,98.74,-4.5,-0.7000000000000028,-1.9799999999999898,0
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,1
Denver Nuggets,Los Angeles Lakers,2023-24,117.8,112.3,97.43,115.4,114.8,101.38,2.3999999999999915,-2.5,-3.9499999999999886,1
Los Angeles Lakers,Denver Nuggets,2023-24,115.4,114.8,101.38,117.8,112.3,97.43,-2.3999999999999915,2.5,3.9499999999999886,0
Minnesota Timberwolves,Phoenix Suns,2023-24,114.6,108.4,97.79,116.8,113.7,99.0,-2.200000000000003,-5.299999999999997,-1.2099999999999937,1
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,1
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,0
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,0
Phoenix Suns,Minnesota Timberwolves,2023-24,116.8,113.7,99.0,114.6,108.4,97.79,2.200000000000003,5.299999999999997,1.2099999999999937,0
Boston Celtics,Miami Heat,2023-24,122.2,110.6,97.98,113.3,111.5,96.88,8.900000000000006,-0.9000000000000057,1.1000000000000085,1
New Orleans Pelicans,Oklahoma City Thunder,2023-24,116.5,111.9,98.7,118.3,111.0,100.85,-1.7999999999999972,0.9000000000000057,-2.1499999999999915,0
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,0
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,1
Miami Heat,Boston Celtics,2023-24,113.3,111.5,96.88,122.2,110.6,97.98,-8.900000000000006,0.9000000000000057,-1.1000000000000085,0
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,1
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,0
Oklahoma City Thunder,New Orleans Pelicans,2023-24,118.3,111.0,100.85,116.5,111.9,98.7,1.7999999999999972,-0.9000000000000057,2.1499999999999915,1
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,1
Denver Nuggets,Los Angeles Lakers,2023-24,117.8,112.3,97.43,115.4,114.8,101.38,2.3999999999999915,-2.5,-3.9499999999999886,1
Los Angeles Lakers,Denver Nuggets,2023-24,115.4,114.8,101.38,117.8,112.3,97.43,-2.3999999999999915,2.5,3.9499999999999886,0
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,1
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,0
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,0
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,1
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,0
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,0
Minnesota Timberwolves,Phoenix Suns,2023-24,114.6,108.4,97.79,116.8,113.7,99.0,-2.200000000000003,-5.299999999999997,-1.2099999999999937,1
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,1
Phoenix Suns,Minnesota Timberwolves,2023-24,116.8,113.7,99.0,114.6,108.4,97.79,2.200000000000003,5.299999999999997,1.2099999999999937,0
Boston Celtics,Miami Heat,2023-24,122.2,110.6,97.98,113.3,111.5,96.88,8.900000000000006,-0.9000000000000057,1.1000000000000085,0
New Orleans Pelicans,Oklahoma City Thunder,2023-24,116.5,111.9,98.7,118.3,111.0,100.85,-1.7999999999999972,0.9000000000000057,-2.1499999999999915,0
Miami Heat,Boston Celtics,2023-24,113.3,111.5,96.88,122.2,110.6,97.98,-8.900000000000006,0.9000000000000057,-1.1000000000000085,1
Oklahoma City Thunder,New Orleans Pelicans,2023-24,118.3,111.0,100.85,116.5,111.9,98.7,1.7999999999999972,-0.9000000000000057,2.1499999999999915,1
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,0
Denver Nuggets,Los Angeles Lakers,2023-24,117.8,112.3,97.43,115.4,114.8,101.38,2.3999999999999915,-2.5,-3.9499999999999886,1
Los Angeles Lakers,Denver Nuggets,2023-24,115.4,114.8,101.38,117.8,112.3,97.43,-2.3999999999999915,2.5,3.9499999999999886,0
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,0
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,1
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,1
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,1
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,0
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,0
Minnesota Timberwolves,Phoenix Suns,2023-24,114.6,108.4,97.79,116.8,113.7,99.0,-2.200000000000003,-5.299999999999997,-1.2099999999999937,1
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,1
Phoenix Suns,Minnesota Timberwolves,2023-24,116.8,113.7,99.0,114.6,108.4,97.79,2.200000000000003,5.299999999999997,1.2099999999999937,0
Boston Celtics,Miami Heat,2023-24,122.2,110.6,97.98,113.3,111.5,96.88,8.900000000000006,-0.9000000000000057,1.1000000000000085,1
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,0
New Orleans Pelicans,Oklahoma City Thunder,2023-24,116.5,111.9,98.7,118.3,111.0,100.85,-1.7999999999999972,0.9000000000000057,-2.1499999999999915,0
Denver Nuggets,Los Angeles Lakers,2023-24,117.8,112.3,97.43,115.4,114.8,101.38,2.3999999999999915,-2.5,-3.9499999999999886,0
Los Angeles Lakers,Denver Nuggets,2023-24,115.4,114.8,101.38,117.8,112.3,97.43,-2.3999999999999915,2.5,3.9499999999999886,1
Miami Heat,Boston Celtics,2023-24,113.3,111.5,96.88,122.2,110.6,97.98,-8.900000000000006,0.9000000000000057,-1.1000000000000085,0
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,1
Oklahoma City Thunder,New Orleans Pelicans,2023-24,118.3,111.0,100.85,116.5,111.9,98.7,1.7999999999999972,-0.9000000000000057,2.1499999999999915,1
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,0
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,1
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,0
Minnesota Timberwolves,Phoenix Suns,2023-24,114.6,108.4,97.79,116.8,113.7,99.0,-2.200000000000003,-5.299999999999997,-1.2099999999999937,1
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,1
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,1
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,0
Phoenix Suns,Minnesota Timberwolves,2023-24,116.8,113.7,99.0,114.6,108.4,97.79,2.200000000000003,5.299999999999997,1.2099999999999937,0
Boston Celtics,Miami Heat,2023-24,122.2,110.6,97.98,113.3,111.5,96.88,8.900000000000006,-0.9000000000000057,1.1000000000000085,1
New Orleans Pelicans,Oklahoma City Thunder,2023-24,116.5,111.9,98.7,118.3,111.0,100.85,-1.7999999999999972,0.9000000000000057,-2.1499999999999915,0
Denver Nuggets,Los Angeles Lakers,2023-24,117.8,112.3,97.43,115.4,114.8,101.38,2.3999999999999915,-2.5,-3.9499999999999886,1
Los Angeles Lakers,Denver Nuggets,2023-24,115.4,114.8,101.38,117.8,112.3,97.43,-2.3999999999999915,2.5,3.9499999999999886,0
Miami Heat,Boston Celtics,2023-24,113.3,111.5,96.88,122.2,110.6,97.98,-8.900000000000006,0.9000000000000057,-1.1000000000000085,0
Oklahoma City Thunder,New Orleans Pelicans,2023-24,118.3,111.0,100.85,116.5,111.9,98.7,1.7999999999999972,-0.9000000000000057,2.1499999999999915,1
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,1
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,1
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,0
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,0
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,0
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,1
Boston Celtics,Miami Heat,2023-24,122.2,110.6,97.98,113.3,111.5,96.88,8.900000000000006,-0.9000000000000057,1.1000000000000085,1
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,1
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,0
Miami Heat,Boston Celtics,2023-24,113.3,111.5,96.88,122.2,110.6,97.98,-8.900000000000006,0.9000000000000057,-1.1000000000000085,0
Milwaukee Bucks,Indiana Pacers,2023-24,117.6,115.0,100.51,120.5,117.6,102.16,-2.9000000000000057,-2.5999999999999943,-1.6499999999999915,0
New York Knicks,Philadelphia 76ers,2023-24,117.3,112.4,95.96,116.2,113.0,98.17,1.0999999999999943,-0.5999999999999943,-2.210000000000008,1
Indiana Pacers,Milwaukee Bucks,2023-24,120.5,117.6,102.16,117.6,115.0,100.51,2.9000000000000057,2.5999999999999943,1.6499999999999915,1
Philadelphia 76ers,New York Knicks,2023-24,116.2,113.0,98.17,117.3,112.4,95.96,-1.0999999999999943,0.5999999999999943,2.210000000000008,0
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,0
Dallas Mavericks,LA Clippers,2023-24,117.0,114.9,100.6,117.9,114.6,97.93,-0.9000000000000057,0.30000000000001137,2.6699999999999875,1
LA Clippers,Dallas Mavericks,2023-24,117.9,114.6,97.93,117.0,114.9,100.6,0.9000000000000057,-0.30000000000001137,-2.6699999999999875,0
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,1
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,0
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,1
Cleveland Cavaliers,Orlando Magic,2023-24,114.7,112.1,97.62,112.9,110.8,97.37,1.7999999999999972,1.2999999999999972,0.25,1
Orlando Magic,Cleveland Cavaliers,2023-24,112.9,110.8,97.37,114.7,112.1,97.62,-1.7999999999999972,-1.2999999999999972,-0.25,0
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,0
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,1
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,1
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,0
Boston Celtics,Cleveland Cavaliers,2023-24,122.2,110.6,97.98,114.7,112.1,97.62,7.5,-1.5,0.35999999999999943,1
Cleveland Cavaliers,Boston Celtics,2023-24,114.7,112.1,97.62,122.2,110.6,97.98,-7.5,1.5,-0.35999999999999943,0
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,0
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,1
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,1
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,0
Boston Celtics,Cleveland Cavaliers,2023-24,122.2,110.6,97.98,114.7,112.1,97.62,7.5,-1.5,0.35999999999999943,0
Cleveland Cavaliers,Boston Celtics,2023-24,114.7,112.1,97.62,122.2,110.6,97.98,-7.5,1.5,-0.35999999999999943,1
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,1
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,0
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,1
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,0
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,0
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,1
Boston Celtics,Cleveland Cavaliers,2023-24,122.2,110.6,97.98,114.7,112.1,97.62,7.5,-1.5,0.35999999999999943,1
Cleveland Cavaliers,Boston Celtics,2023-24,114.7,112.1,97.62,122.2,110.6,97.98,-7.5,1.5,-0.35999999999999943,0
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,1
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,0
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,1
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,0
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,0
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,1
Boston Celtics,Cleveland Cavaliers,2023-24,122.2,110.6,97.98,114.7,112.1,97.62,7.5,-1.5,0.35999999999999943,1
Cleveland Cavaliers,Boston Celtics,2023-24,114.7,112.1,97.62,122.2,110.6,97.98,-7.5,1.5,-0.35999999999999943,0
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,0
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,1
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,1
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,0
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,1
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,0
Boston Celtics,Cleveland Cavaliers,2023-24,122.2,110.6,97.98,114.7,112.1,97.62,7.5,-1.5,0.35999999999999943,1
